"ID_SeasonTeam","Games","Games_won","Winning_percent","Score_avg","Score_avg_opp","Score_avg_diff","Overtime","Overtime_won_prob","Home_won_prob","Away_won_prob","Neutral_won_prob","FGM_avg","FGA_avg","FGP","FGP_opp","FGP_diff","FGM3_avg","FGA3_avg","FGP3","FGP3_opp","FGP3_diff","FTM_avg","FTA_avg","FTP","FTP_opp","FTP_diff","OR_avg","OR_avg_opp","DR_avg","DR_avg_opp","TR_avg","TR_avg_opp","TR_avg_diff","OR_percent","AST_avg","AST_avg_opp","TO_avg","TO_avg_opp","AST_to_TO","AST_to_SCORE","STL_avg","STL_to_TO","BLK_avg","PF_avg","PF_avg_opp","EFF"
"2011_1102",28,14,0.5,64.25,64.7857142857143,-0.535714285714292,2,1,0.714285714285714,0.230769230769231,1,22.4285714285714,47.8571428571429,0.46865671641791,0.411140583554377,0.0575161328635338,6.67857142857143,17.75,0.37625754527163,0.33768115942029,0.0385763858513399,12.7142857142857,18.1428571428571,0.700787401574803,0.710416666666667,-0.00962926509186357,5.85714285714286,11.7142857142857,22.4285714285714,22.8571428571429,28.2857142857143,34.5714285714286,-6.28571428571428,0.207070707070707,15.4285714285714,14.25,11.9285714285714,12.9642857142857,1.29341317365269,0.240133407448583,6.21428571428571,0.520958083832335,2.53571428571429,17.4285714285714,18.3214285714286,84.7857142857143
"2011_1103",34,22,0.647058823529412,69.9705882352941,66.3235294117647,3.64705882352941,5,0.8,0.866666666666667,0.307692307692308,0.833333333333333,24.5882352941176,57.2058823529412,0.429820051413882,0.417016806722689,0.0128032446911928,7.88235294117647,21.8823529411765,0.360215053763441,0.318339100346021,0.0418759534174201,12.9117647058824,18.2352941176471,0.708064516129032,0.663461538461538,0.0446029776674939,10.0588235294118,11.9705882352941,24.2058823529412,25.2941176470588,34.2647058823529,37.2647058823529,-3,0.293562231759657,14.3529411764706,11.8823529411765,12.0294117647059,13.9411764705882,1.19315403422983,0.205128205128205,6.44117647058824,0.535452322738386,3.41176470588235,19.2352941176471,18.2352941176471,89.1176470588235
"2011_1104",32,21,0.65625,66.65625,59.25,7.40625,2,1,1,0.4,0.166666666666667,24.875,55.90625,0.444941307993292,0.383352872215709,0.0615884357775831,4.09375,13.71875,0.298405466970387,0.318267419962335,-0.019861952991948,12.8125,17.71875,0.72310405643739,0.666136724960254,0.0569673314771354,12.59375,12.21875,24.0625,21.21875,36.65625,33.4375,3.21875,0.343563512361466,12.40625,10.28125,14.1875,15.5,0.874449339207048,0.186122831692452,9.25,0.651982378854626,5.21875,18.40625,16.25,89.875
"2011_1105",25,10,0.4,62.8,66.24,-3.44,1,0,0.6,0.285714285714286,0,22.16,55.8,0.397132616487455,0.418938307030129,-0.0218056905426739,4.28,15,0.285333333333333,0.324050632911392,-0.0387172995780591,14.2,22.76,0.62390158172232,0.615384615384615,0.00851696633770438,11.88,12.72,24.68,26.64,36.56,39.36,-2.8,0.324945295404814,11.6,13.04,15.88,16.84,0.730478589420655,0.184713375796178,8.56,0.53904282115869,5.28,20,19.64,83.84
"2011_1106",32,15,0.46875,61.5625,64.4375,-2.875,2,0.5,0.727272727272727,0.235294117647059,0.75,20.90625,52.5625,0.397740784780024,0.412838263058527,-0.0150974782785036,4.8125,16.46875,0.292220113851992,0.360759493670886,-0.0685393798188936,14.9375,24.53125,0.608917197452229,0.691756272401434,-0.0828390749492044,13.3125,11.25,22.28125,23.5,35.59375,34.75,0.84375,0.374012291483758,11.625,11.625,15.71875,15.59375,0.739562624254473,0.188832487309645,7.3125,0.465208747514911,4.5625,22.3125,20.46875,82.875
"2011_1107",32,16,0.5,62.90625,64,-1.09375,5,0.4,0.538461538461538,0.466666666666667,0.5,22.625,53.34375,0.424135910954892,0.411732152739347,0.0124037582155446,7.4375,19.71875,0.377179080824089,0.329218106995885,0.047960973828204,10.21875,15.84375,0.644970414201183,0.637450199203187,0.00752021499799616,11.75,11.9375,24.34375,21.8125,36.09375,33.75,2.34375,0.325541125541126,11.59375,13.78125,12.84375,10.4375,0.902676399026764,0.184302036761053,4.6875,0.364963503649635,2.8125,15.78125,16.8125,80.15625
"2011_1108",28,4,0.142857142857143,65.6428571428571,80.6428571428571,-15,1,0,0.222222222222222,0.105263157894737,0.142857142857143,21.9285714285714,59.4285714285714,0.368990384615385,0.442028985507246,-0.0730386008918618,4.14285714285714,12.8214285714286,0.323119777158774,0.320720720720721,0.00239905643805377,17.6428571428571,27.8928571428571,0.632522407170295,0.653439153439153,-0.0209167462688589,10.5357142857143,15.1428571428571,24.8928571428571,30.9285714285714,35.4285714285714,46.0714285714286,-10.6428571428571,0.297379032258065,9.10714285714286,17.1071428571429,16.8928571428571,15.3571428571429,0.539112050739958,0.138737758433079,7.78571428571429,0.460887949260042,3.67857142857143,21.7857142857143,22.1785714285714,77.5
"2011_1110",31,22,0.709677419354839,66.1612903225806,63.6451612903226,2.51612903225806,4,0.25,0.714285714285714,0.666666666666667,1,23.0967741935484,51.6774193548387,0.446941323345818,0.420693928128872,0.0262473952169454,6.06451612903226,17.9677419354839,0.337522441651706,0.360824742268041,-0.0233023006163358,13.9032258064516,19.3548387096774,0.718333333333333,0.728476821192053,-0.0101434878587197,9.29032258064516,8.64516129032258,24.3870967741935,21.9354838709677,33.6774193548387,30.5806451612903,3.09677419354839,0.275862068965517,13.8709677419355,11.3548387096774,11.1612903225806,10.3548387096774,1.24277456647399,0.209653827401268,4.09677419354839,0.367052023121387,2.7741935483871,18,18.8387096774194,86.2903225806452
"2011_1111",29,14,0.482758620689655,71.4827586206897,73.3448275862069,-1.86206896551724,1,1,0.7,0.428571428571429,0.2,24.9310344827586,55.4137931034483,0.449906658369633,0.46978672985782,-0.0198800714881871,6.13793103448276,18.3448275862069,0.334586466165414,0.34469696969697,-0.0101105035315561,15.4827586206897,21.7241379310345,0.712698412698413,0.693050193050193,0.0196482196482196,10.1724137931034,10.448275862069,23.2068965517241,23.8620689655172,33.3793103448276,34.3103448275862,-0.931034482758619,0.304752066115702,10.1379310344828,14.3448275862069,12.6896551724138,12.0344827586207,0.798913043478261,0.141823444283647,5.6551724137931,0.445652173913043,2.6551724137931,17.3448275862069,18.9310344827586,86.3793103448276
"2011_1112",34,27,0.794117647058823,76.5294117647059,67.4705882352941,9.05882352941177,4,0.25,1,0.636363636363636,0.5,25.4117647058824,54,0.470588235294118,0.443271767810026,0.0273164674840912,7.94117647058824,19.8823529411765,0.399408284023669,0.288354898336414,0.111053385687255,17.7647058823529,23.7941176470588,0.746600741656366,0.665697674418605,0.0809030672377612,10.4117647058824,9.85294117647059,24.1764705882353,20.8235294117647,34.5882352941176,30.6764705882353,3.91176470588235,0.301020408163265,14.0882352941176,13.1470588235294,12.8529411764706,12.6764705882353,1.09610983981693,0.184089162182936,5.02941176470588,0.391304347826087,2.64705882352941,18.6176470588235,19.9117647058824,97.4705882352941
