"id","Season","Daynum","ID_SeasonTeam1","Team1","ID_SeasonTeam2","Team2","Seed_num_Team1","Seed_Pre_Team1","Seed_Diff_Team1","Seed_num_Team2","Seed_Pre_Team2","Seed_Diff_Team2","Seed_Diff","Games_Team1","Games_won_Team1","Winning_percent_Team1","Score_avg_Team1","Score_avg_opp_Team1","Score_avg_diff_Team1","Overtime_Team1","Overtime_won_prob_Team1","Home_won_prob_Team1","Away_won_prob_Team1","Neutral_won_prob_Team1","FGM_avg_Team1","FGA_avg_Team1","FGP_Team1","FGP_opp_Team1","FGP_diff_Team1","FGM3_avg_Team1","FGA3_avg_Team1","FGP3_Team1","FGP3_opp_Team1","FGP3_diff_Team1","FTM_avg_Team1","FTA_avg_Team1","FTP_Team1","FTP_opp_Team1","FTP_diff_Team1","OR_avg_Team1","OR_avg_opp_Team1","DR_avg_Team1","DR_avg_opp_Team1","TR_avg_Team1","TR_avg_opp_Team1","TR_avg_diff_Team1","OR_percent_Team1","AST_avg_Team1","AST_avg_opp_Team1","TO_avg_Team1","TO_avg_opp_Team1","AST_to_TO_Team1","AST_to_SCORE_Team1","STL_avg_Team1","STL_to_TO_Team1","BLK_avg_Team1","PF_avg_Team1","PF_avg_opp_Team1","EFF_Team1","Games_Team2","Games_won_Team2","Winning_percent_Team2","Score_avg_Team2","Score_avg_opp_Team2","Score_avg_diff_Team2","Overtime_Team2","Overtime_won_prob_Team2","Home_won_prob_Team2","Away_won_prob_Team2","Neutral_won_prob_Team2","FGM_avg_Team2","FGA_avg_Team2","FGP_Team2","FGP_opp_Team2","FGP_diff_Team2","FGM3_avg_Team2","FGA3_avg_Team2","FGP3_Team2","FGP3_opp_Team2","FGP3_diff_Team2","FTM_avg_Team2","FTA_avg_Team2","FTP_Team2","FTP_opp_Team2","FTP_diff_Team2","OR_avg_Team2","OR_avg_opp_Team2","DR_avg_Team2","DR_avg_opp_Team2","TR_avg_Team2","TR_avg_opp_Team2","TR_avg_diff_Team2","OR_percent_Team2","AST_avg_Team2","AST_avg_opp_Team2","TO_avg_Team2","TO_avg_opp_Team2","AST_to_TO_Team2","AST_to_SCORE_Team2","STL_avg_Team2","STL_to_TO_Team2","BLK_avg_Team2","PF_avg_Team2","PF_avg_opp_Team2","EFF_Team2","Result","Winning_percent_diff","Score_avg_diff","Score_avg_opp_diff","Score_avg_diff_diff","Overtime_won_prob_diff","Home_won_prob_diff","Away_won_prob_diff","Neutral_won_prob_diff","FGP_diff","FGP_opp_diff","FGP_diff_diff","FGP3_diff","FGP3_opp_diff","FGP3_diff_diff","FTP_diff","FTP_opp_diff","FTP_diff_diff","OR_diff","OR_opp_diff","DR_diff","DR_opp_diff","TR_diff","TR_opp_diff","TR_diff_diff","OR_percent_diff","AST_diff","AST_opp_diff","TO_diff","TO_opp_diff","AST_to_TO_diff","AST_to_SCORE_diff","STL_diff","STL_to_TO_diff","BLK_diff","PF_diff","PF_opp_diff","EFF_diff"
"2003_1140_1163",2003,136,"2003_1140",1140,"2003_1163",1163,12,20,8,5,2,-3,-7,31,23,0.741935483870968,72.4516129032258,63.6774193548387,8.7741935483871,1,0,0.928571428571429,0.545454545454545,0.666666666666667,24.0322580645161,51.258064516129,0.468848332284456,0.409062303335431,0.0597860289490245,6.19354838709677,16.1290322580645,0.384,0.308151093439364,0.0758489065606362,18.1935483870968,24.1612903225806,0.753004005340454,0.712912087912088,0.0400919174283662,10.8709677419355,10.4193548387097,24.4193548387097,20.1935483870968,35.2903225806452,30.6129032258065,4.6774193548387,0.308043875685558,13.4193548387097,10.7741935483871,13.741935483871,14.4838709677419,0.976525821596244,0.185218165627783,6.93548387096774,0.504694835680751,2.51612903225806,21.4193548387097,21.3870967741935,95.6129032258065,30,21,0.7,80.0333333333333,71.4,8.63333333333333,1,1,0.875,0.454545454545455,0.666666666666667,29.5333333333333,62.2,0.47481243301179,0.38041815400306,0.0943942790087302,6.06666666666667,15.7,0.386411889596603,0.31953642384106,0.0668754657555434,14.9,22.1,0.67420814479638,0.725396825396825,-0.0511886806004453,14.7666666666667,15.3333333333333,27.9,21.5,42.6666666666667,36.8333333333333,5.83333333333333,0.34609375,15.6333333333333,13.6,15.8,13.3666666666667,0.989451476793249,0.19533527696793,5.93333333333333,0.375527426160338,7.73333333333333,18.4,19.2666666666667,110.733333333333,"Lose",0.041935483870968,-7.58172043010751,7.72258064516131,0.14086021505377,-1,0.053571428571429,0.09090909090909,0,-0.005964100727334,-0.028644149332371,-0.0346082500597057,-0.00241188959660299,0.011385330401696,0.0089734408050928,0.0787958605440739,0.012484737484737,0.0912805980288115,-3.8956989247312,4.9139784946236,-3.4806451612903,1.3064516129032,-7.3763440860215,6.2204301075268,-1.15591397849463,-0.038049874314442,-2.2139784946236,2.8258064516129,2.058064516129,-1.1172043010752,-0.0129256551970049,-0.010117111340147,1.00215053763441,0.129167409520413,-5.21720430107527,-3.0193548387097,2.1204301075268,-15.1204301075265
"2003_1141_1166",2003,136,"2003_1141",1141,"2003_1166",1166,11,20,9,6,12,6,-5,29,23,0.793103448275862,79.3448275862069,73.2413793103448,6.10344827586206,0,0.793103448275862,0.916666666666667,0.642857142857143,1,26.6206896551724,52.6896551724138,0.505235602094241,0.454761904761905,0.050473697332336,6.82758620689655,17.9310344827586,0.380769230769231,0.357320099255583,0.0234491315136476,19.2758620689655,25.1724137931034,0.765753424657534,0.709576138147567,0.0561772865099675,10.5862068965517,12.2413793103448,23.2758620689655,18.8965517241379,33.8620689655172,31.1379310344828,2.72413793103448,0.312627291242363,15.6206896551724,11.7931034482759,18.2413793103448,16.0689655172414,0.856332703213611,0.196870925684485,7.10344827586207,0.389413988657845,4,20.9655172413793,21.6896551724138,101.51724137931,33,29,0.878787878787879,79.2424242424242,64.3333333333333,14.9090909090909,1,1,1,0.636363636363636,1,28.6969696969697,57.4545454545455,0.499472573839662,0.431544359255203,0.0679282145844598,7.96969696969697,20.4848484848485,0.38905325443787,0.341101694915254,0.0479515595226155,13.8787878787879,20.030303030303,0.692889561270802,0.7005444646098,-0.00765490333899865,10.8787878787879,11.0606060606061,23.1818181818182,21.3636363636364,34.0606060606061,32.4242424242424,1.63636363636364,0.319395017793594,16.8181818181818,12.3636363636364,13.3636363636364,17.0606060606061,1.25850340136054,0.212237093690249,8.39393939393939,0.6281179138322,4.45454545454545,17.2727272727273,19.3939393939394,107,"Win",-0.085684430512017,0.102403343782697,-8.9080459770115,-8.80564263322884,-0.206896551724138,-0.083333333333333,0.006493506493507,0,0.00576302825457903,-0.023217545506702,-0.0174545172521238,-0.00828402366863895,-0.016218404340329,-0.0245024280089679,0.072863863386732,-0.00903167353776702,0.0638321898489661,-0.292580982236201,-1.1807732497387,0.0940438871472971,2.4670846394985,-0.198537095088895,1.2863113897596,1.08777429467084,-0.00676772655123103,-1.1974921630094,0.5705329153605,-4.8777429467084,0.991640543364703,-0.402170698146929,-0.015366168005764,-1.29049111807732,-0.238703925174355,-0.45454545454545,-3.692789968652,2.2957157784744,-5.48275862069001
"2003_1141_1181",2003,138,"2003_1141",1141,"2003_1181",1181,11,20,9,3,1,-2,-8,29,23,0.793103448275862,79.3448275862069,73.2413793103448,6.10344827586206,0,0.793103448275862,0.916666666666667,0.642857142857143,1,26.6206896551724,52.6896551724138,0.505235602094241,0.454761904761905,0.050473697332336,6.82758620689655,17.9310344827586,0.380769230769231,0.357320099255583,0.0234491315136476,19.2758620689655,25.1724137931034,0.765753424657534,0.709576138147567,0.0561772865099675,10.5862068965517,12.2413793103448,23.2758620689655,18.8965517241379,33.8620689655172,31.1379310344828,2.72413793103448,0.312627291242363,15.6206896551724,11.7931034482759,18.2413793103448,16.0689655172414,0.856332703213611,0.196870925684485,7.10344827586207,0.389413988657845,4,20.9655172413793,21.6896551724138,101.51724137931,30,24,0.8,81.9666666666667,70.4,11.5666666666667,2,0,1,0.333333333333333,1,27.3666666666667,60.3333333333333,0.453591160220994,0.438483965014577,0.0151071952064172,7.33333333333333,20.6,0.355987055016181,0.341013824884793,0.0149732301313885,19.9,28.0666666666667,0.709026128266033,0.698027314112291,0.0109988141537417,13.7666666666667,12.2,23.1,22.6333333333333,36.8666666666667,34.8333333333333,2.03333333333334,0.373417721518987,13.8333333333333,12.3333333333333,14.0333333333333,17.8333333333333,0.985748218527316,0.168767791785279,8.5,0.605700712589074,5.13333333333333,21.2666666666667,23.2,107.466666666667,"Lose",-0.00689655172413806,-2.62183908045979,-2.84137931034479,-5.46321839080464,0.793103448275862,-0.083333333333333,0.30952380952381,0,0.051644441873247,-0.016277939747328,0.0353665021259188,0.02478217575305,-0.01630627437079,0.0084759013822591,0.0567272963915011,-0.011548824035276,0.0451784723562258,-3.180459770115,-0.0413793103448015,0.175862068965497,3.7367816091954,-3.0045977011495,3.6954022988505,0.69080459770114,-0.060790430276624,1.7873563218391,0.5402298850574,-4.2080459770115,1.7643678160919,-0.129415515313705,0.028103133899206,-1.39655172413793,-0.216286723931229,-1.13333333333333,0.301149425287402,-1.5103448275862,-5.949425287357
"2003_1161_1181",2003,136,"2003_1161",1161,"2003_1181",1181,14,20,6,3,1,-2,-11,30,17,0.566666666666667,74,72.6666666666667,1.33333333333333,1,1,0.75,0.25,1,26.4,52.1,0.506717850287908,0.44953596287703,0.0571818874108777,4.2,11.5666666666667,0.363112391930836,0.344897959183673,0.0182144327471623,17,24.2666666666667,0.700549450549451,0.688059701492537,0.0124897490569132,10.8,12,23.4666666666667,19.0666666666667,34.2666666666667,31.0666666666667,3.2,0.315175097276265,15.5,13.2333333333333,16.1333333333333,12.2333333333333,0.960743801652893,0.209459459459459,5.33333333333333,0.330578512396694,4.23333333333333,20.5666666666667,21.3,98.7666666666667,30,24,0.8,81.9666666666667,70.4,11.5666666666667,2,0,1,0.333333333333333,1,27.3666666666667,60.3333333333333,0.453591160220994,0.438483965014577,0.0151071952064172,7.33333333333333,20.6,0.355987055016181,0.341013824884793,0.0149732301313885,19.9,28.0666666666667,0.709026128266033,0.698027314112291,0.0109988141537417,13.7666666666667,12.2,23.1,22.6333333333333,36.8666666666667,34.8333333333333,2.03333333333334,0.373417721518987,13.8333333333333,12.3333333333333,14.0333333333333,17.8333333333333,0.985748218527316,0.168767791785279,8.5,0.605700712589074,5.13333333333333,21.2666666666667,23.2,107.466666666667,"Lose",-0.233333333333333,-7.9666666666667,-2.26666666666669,-10.2333333333334,1,-0.25,-0.083333333333333,0,0.053126690066914,-0.011051997862453,0.0420746922044605,0.007125336914655,-0.00388413429888002,0.0032412026157738,-0.008476677716582,0.00996761261975398,0.0014909349031715,-2.9666666666667,0.199999999999999,0.366666666666699,3.5666666666666,-2.6,3.7666666666666,1.16666666666666,-0.058242624242722,1.6666666666667,-0.9,-2.1,5.6,-0.025004416874423,0.04069166767418,-3.16666666666667,-0.27512220019238,-0.9,0.700000000000003,-1.9,-8.7000000000003
"2003_1112_1211",2003,138,"2003_1112",1112,"2003_1211",1211,1,3,2,9,6,-3,8,28,25,0.892857142857143,85.2142857142857,70.25,14.9642857142857,2,0.5,0.933333333333333,0.916666666666667,0,30.3214285714286,65.7142857142857,0.461413043478261,0.40750966316952,0.0539033803087414,7.03571428571429,20.0714285714286,0.350533807829181,0.316636851520572,0.0338969563086091,17.5357142857143,25,0.701428571428571,0.633064516129032,0.0683640552995393,15.1785714285714,13.1071428571429,27.6428571428571,23.2857142857143,42.8214285714286,36.3928571428571,6.42857142857143,0.354462051709758,17.6428571428571,15.4642857142857,14.7857142857143,16.8571428571429,1.19323671497585,0.207041072925398,8.46428571428571,0.572463768115942,4.21428571428571,17.75,22.0714285714286,115.642857142857,31,23,0.741935483870968,77.0645161290323,68.1935483870968,8.87096774193549,3,0.666666666666667,0.846153846153846,0.818181818181818,0.428571428571429,26.0645161290323,55.4516129032258,0.470040721349622,0.424885321100917,0.0451554002487045,7.16129032258065,19.0645161290323,0.375634517766497,0.371980676328502,0.00365384143799502,17.7741935483871,24.6451612903226,0.721204188481675,0.690189328743546,0.0310148597381297,11.9354838709677,10.0967741935484,25.3225806451613,21,37.258064516129,31.0967741935484,6.16129032258064,0.32034632034632,15.741935483871,13.741935483871,14.5483870967742,14.8709677419355,1.0820399113082,0.204269568857262,6.80645161290323,0.467849223946785,3.51612903225806,18.6451612903226,20.7741935483871,103.322580645161,"Win",0.150921658986175,8.1497695852534,-2.0564516129032,6.09331797235021,-0.166666666666667,0.087179487179487,0.098484848484849,-0.428571428571429,-0.00862767787136098,0.017375657931397,0.0087479800600369,-0.025100709937316,0.05534382480793,0.0302431148706141,-0.019775617053104,0.057124812614514,0.0373491955614096,3.2430875576037,-3.0103686635945,2.3202764976958,-2.2857142857143,5.5633640552996,-5.2960829493087,0.26728110599079,0.034115731363438,1.9009216589861,-1.7223502304147,-0.237327188940101,-1.9861751152074,0.11119680366765,0.002771504068136,1.65783410138248,0.104614544169157,0.69815668202765,0.895161290322601,1.2972350230415,12.320276497696
"2003_1153_1211",2003,136,"2003_1153",1153,"2003_1211",1211,8,1,-7,9,6,-3,1,28,17,0.607142857142857,67.3214285714286,61.5,5.82142857142857,0,0.607142857142857,0.8,0.3,0.666666666666667,22.8928571428571,56.6785714285714,0.403906742281033,0.400134498991258,0.00377224328977577,6.67857142857143,19.5,0.342490842490842,0.345833333333333,-0.00334249084249089,14.8571428571429,21.5357142857143,0.689883913764511,0.66304347826087,0.0268404355036413,12.1428571428571,11.1071428571429,23.3928571428571,24.1428571428571,35.5357142857143,35.25,0.285714285714285,0.341708542713568,12.2857142857143,11.75,10.6071428571429,13.9285714285714,1.15824915824916,0.182493368700265,5.17857142857143,0.488215488215488,4.25,18.9642857142857,20,86.8571428571429,31,23,0.741935483870968,77.0645161290323,68.1935483870968,8.87096774193549,3,0.666666666666667,0.846153846153846,0.818181818181818,0.428571428571429,26.0645161290323,55.4516129032258,0.470040721349622,0.424885321100917,0.0451554002487045,7.16129032258065,19.0645161290323,0.375634517766497,0.371980676328502,0.00365384143799502,17.7741935483871,24.6451612903226,0.721204188481675,0.690189328743546,0.0310148597381297,11.9354838709677,10.0967741935484,25.3225806451613,21,37.258064516129,31.0967741935484,6.16129032258064,0.32034632034632,15.741935483871,13.741935483871,14.5483870967742,14.8709677419355,1.0820399113082,0.204269568857262,6.80645161290323,0.467849223946785,3.51612903225806,18.6451612903226,20.7741935483871,103.322580645161,"Lose",-0.134792626728111,-9.7430875576037,6.6935483870968,-3.04953917050692,-0.05952380952381,-0.046153846153846,-0.518181818181818,0.238095238095238,-0.066133979068589,0.024750822109659,-0.0413831569589287,-0.033143675275655,0.026147342995169,-0.00699633228048591,-0.031320274717164,0.027145850482676,-0.0041744242344884,0.2073732718894,-1.0103686635945,-1.9297235023042,-3.1428571428571,-1.7223502304147,-4.1532258064516,-5.87557603686635,0.021362222367248,-3.4562211981567,1.991935483871,3.9412442396313,0.9423963133641,0.0762092469409601,-0.021776200156997,-1.6278801843318,0.020366264268703,0.73387096774194,-0.3191244239631,-0.7741935483871,-16.4654377880181
"2003_1104_1231",2003,137,"2003_1104",1104,"2003_1231",1231,10,2,-8,7,5,-2,-3,28,17,0.607142857142857,69.2857142857143,65,4.28571428571429,1,1,0.866666666666667,0.111111111111111,0.75,24.0357142857143,57.1785714285714,0.420362273579013,0.418918918918919,0.00144335466009415,6.35714285714286,19.8571428571429,0.320143884892086,0.332089552238806,-0.0119456673467197,14.8571428571429,20.9285714285714,0.709897610921502,0.708333333333333,0.00156427758816846,13.5714285714286,10.8928571428571,23.9285714285714,22.6428571428571,37.5,33.5357142857143,3.96428571428572,0.361904761904762,12.1071428571429,11.6785714285714,13.2857142857143,13.8571428571429,0.911290322580645,0.174742268041237,6.60714285714286,0.497311827956989,3.78571428571429,18.0357142857143,19.25,88.9285714285714,32,20,0.625,70.53125,67,3.53125,3,0.666666666666667,0.916666666666667,0.181818181818182,0.777777777777778,23.4375,54.9375,0.426621160409556,0.412639405204461,0.0139817552050954,7.53125,21.625,0.348265895953757,0.288167938931298,0.0600979570224595,16.125,22.625,0.712707182320442,0.714983713355049,-0.0022765310346069,11.21875,12.125,25.625,24.15625,36.84375,36.28125,0.5625,0.304495335029686,13.8125,11.96875,11.5,10.5,1.20108695652174,0.195835179441737,4.4375,0.385869565217391,5.34375,18.0625,20.15625,94.46875,"Lose",-0.017857142857143,-1.24553571428569,2,0.75446428571429,0.333333333333333,-0.0499999999999999,-0.070707070707071,-0.027777777777778,-0.00625888683054299,-0.00627951371445801,-0.0125384005450012,-0.028122011061671,-0.043921613307508,-0.0720436243691792,-0.00280957139893989,0.00665038002171592,0.00384080862277536,2.3526785714286,1.2321428571429,-1.6964285714286,1.5133928571429,0.65625,2.7455357142857,3.40178571428572,0.057409426875076,-1.7053571428571,0.2901785714286,-1.7857142857143,-3.3571428571429,-0.289796633941095,-0.0210929114005,2.16964285714286,0.111442262739598,-1.55803571428571,0.0267857142857011,-0.90625,-5.5401785714286
"2003_1112_1242",2003,145,"2003_1112",1112,"2003_1242",1242,1,3,2,2,1,-1,1,28,25,0.892857142857143,85.2142857142857,70.25,14.9642857142857,2,0.5,0.933333333333333,0.916666666666667,0,30.3214285714286,65.7142857142857,0.461413043478261,0.40750966316952,0.0539033803087414,7.03571428571429,20.0714285714286,0.350533807829181,0.316636851520572,0.0338969563086091,17.5357142857143,25,0.701428571428571,0.633064516129032,0.0683640552995393,15.1785714285714,13.1071428571429,27.6428571428571,23.2857142857143,42.8214285714286,36.3928571428571,6.42857142857143,0.354462051709758,17.6428571428571,15.4642857142857,14.7857142857143,16.8571428571429,1.19323671497585,0.207041072925398,8.46428571428571,0.572463768115942,4.21428571428571,17.75,22.0714285714286,115.642857142857,30,23,0.766666666666667,81.3333333333333,66.3666666666667,14.9666666666667,0,0.766666666666667,0.928571428571429,0.777777777777778,0.428571428571429,30.2333333333333,62.3,0.485286249331193,0.406387665198238,0.0788985841329553,4.8,14.1333333333333,0.339622641509434,0.361818181818182,-0.0221955403087479,16.0666666666667,24.1333333333333,0.665745856353591,0.689956331877729,-0.024210475524138,14.3,11.5333333333333,26.9,22.5,41.2,34.0333333333333,7.16666666666667,0.347087378640777,16.7333333333333,11.9,14.9,17.3,1.12304250559284,0.205737704918033,10.1333333333333,0.680089485458613,4.9,16.7,20,115.4,"Lose",0.126190476190476,3.88095238095239,-3.8833333333333,-0.00238095238100122,-0.266666666666667,0.00476190476190397,0.138888888888889,-0.428571428571429,-0.023873205852932,-0.00112199797128198,-0.0249952038242139,0.010911166319747,0.04518133029761,0.056092496617357,0.03568271507498,0.056891815748697,0.0925745308236773,0.8785714285714,-1.5738095238096,0.742857142857101,-0.785714285714299,1.62142857142859,-2.3595238095238,-0.73809523809524,0.00737467306898099,0.909523809523801,-3.5642857142857,0.1142857142857,0.4428571428571,0.0701942093830101,0.001303368007365,-1.66904761904759,-0.107625717342671,-0.68571428571429,-1.05,2.0714285714286,0.242857142856991
"2003_1181_1242",2003,143,"2003_1181",1181,"2003_1242",1242,3,1,-2,2,1,-1,-1,30,24,0.8,81.9666666666667,70.4,11.5666666666667,2,0,1,0.333333333333333,1,27.3666666666667,60.3333333333333,0.453591160220994,0.438483965014577,0.0151071952064172,7.33333333333333,20.6,0.355987055016181,0.341013824884793,0.0149732301313885,19.9,28.0666666666667,0.709026128266033,0.698027314112291,0.0109988141537417,13.7666666666667,12.2,23.1,22.6333333333333,36.8666666666667,34.8333333333333,2.03333333333334,0.373417721518987,13.8333333333333,12.3333333333333,14.0333333333333,17.8333333333333,0.985748218527316,0.168767791785279,8.5,0.605700712589074,5.13333333333333,21.2666666666667,23.2,107.466666666667,30,23,0.766666666666667,81.3333333333333,66.3666666666667,14.9666666666667,0,0.766666666666667,0.928571428571429,0.777777777777778,0.428571428571429,30.2333333333333,62.3,0.485286249331193,0.406387665198238,0.0788985841329553,4.8,14.1333333333333,0.339622641509434,0.361818181818182,-0.0221955403087479,16.0666666666667,24.1333333333333,0.665745856353591,0.689956331877729,-0.024210475524138,14.3,11.5333333333333,26.9,22.5,41.2,34.0333333333333,7.16666666666667,0.347087378640777,16.7333333333333,11.9,14.9,17.3,1.12304250559284,0.205737704918033,10.1333333333333,0.680089485458613,4.9,16.7,20,115.4,"Lose",0.033333333333333,0.633333333333397,-4.0333333333333,-3.4,-0.766666666666667,0.071428571428571,-0.444444444444445,0.571428571428571,-0.031695089110199,-0.032096299816339,-0.0637913889265381,0.016364413506747,0.020804356933389,0.0371687704401364,0.043280271912442,-0.00807098223456204,0.0352092896778797,-0.533333333333301,-0.6666666666667,-3.8,-0.133333333333301,-4.3333333333333,-0.799999999999997,-5.13333333333333,0.02633034287821,-2.9,-0.4333333333333,0.866666666666701,-0.533333333333299,-0.137294287065524,-0.036969913132754,-1.6333333333333,-0.074388772869539,0.23333333333333,-4.5666666666667,3.2,-7.93333333333301
"2003_1113_1242",2003,138,"2003_1113",1113,"2003_1242",1242,10,20,10,2,1,-1,-8,29,18,0.620689655172414,75.9655172413793,69.1724137931034,6.79310344827587,2,1,0.8,0.4,0.5,27.2068965517241,56.8965517241379,0.478181818181818,0.4454770755886,0.0327047425932185,4,12.5862068965517,0.317808219178082,0.342733188720174,-0.0249249695420914,17.551724137931,26.2068965517241,0.669736842105263,0.689075630252101,-0.0193387881468376,13.6896551724138,11,23.3103448275862,20.551724137931,37,31.551724137931,5.44827586206896,0.369990680335508,15.551724137931,14.0689655172414,14,15.5172413793103,1.11083743842365,0.204720835224694,5.20689655172414,0.37192118226601,4.24137931034483,19.4137931034483,22.8620689655172,102.931034482759,30,23,0.766666666666667,81.3333333333333,66.3666666666667,14.9666666666667,0,0.766666666666667,0.928571428571429,0.777777777777778,0.428571428571429,30.2333333333333,62.3,0.485286249331193,0.406387665198238,0.0788985841329553,4.8,14.1333333333333,0.339622641509434,0.361818181818182,-0.0221955403087479,16.0666666666667,24.1333333333333,0.665745856353591,0.689956331877729,-0.024210475524138,14.3,11.5333333333333,26.9,22.5,41.2,34.0333333333333,7.16666666666667,0.347087378640777,16.7333333333333,11.9,14.9,17.3,1.12304250559284,0.205737704918033,10.1333333333333,0.680089485458613,4.9,16.7,20,115.4,"Lose",-0.145977011494253,-5.367816091954,-2.8057471264367,-8.17356321839083,0.233333333333333,-0.128571428571429,-0.377777777777778,0.071428571428571,-0.00710443114937503,-0.039089410390362,-0.0461938415397368,-0.021814422331352,0.019084993098008,-0.0027294292333435,0.003990985751672,0.000880701625628033,0.0048716873773004,-0.6103448275862,0.533333333333299,-3.5896551724138,1.948275862069,-4.2,2.4816091954023,-1.71839080459771,0.022903301694731,-1.1816091954023,-2.1689655172414,0.9,1.7827586206897,-0.01220506716919,-0.001016869693339,-4.92643678160916,-0.308168303192603,-0.65862068965517,-2.7137931034483,2.8620689655172,-12.468965517241
