"id","Season","Seed_num_Team1","Seed_num_Team2","Games_won_Team1","Winning_percent_Team1","Overtime_Team1","Overtime_won_prob_Team1","Home_won_prob_Team1","Away_won_prob_Team1","FGP_opp_Team1","FGM3_avg_Team1","FGA3_avg_Team1","FGP3_Team1","FTA_avg_Team1","FTP_opp_Team1","OR_avg_Team1","OR_avg_opp_Team1","OR_percent_Team1","AST_avg_Team1","TO_avg_opp_Team1","AST_to_SCORE_Team1","Games_Team2","Score_avg_Team2","Score_avg_opp_Team2","Neutral_won_prob_Team2","FGP_Team2","FTP_opp_Team2","DR_avg_Team2","TO_avg_Team2","TO_avg_opp_Team2","STL_to_TO_Team2","Result","Result_num"
"2003_1140_1163",2003,12,5,23,0.741935483870968,1,0,0.928571428571429,0.545454545454545,0.409062303335431,6.19354838709677,16.1290322580645,0.384,24.1612903225806,0.712912087912088,10.8709677419355,10.4193548387097,0.308043875685558,13.4193548387097,14.4838709677419,0.185218165627783,30,80.0333333333333,71.4,0.666666666666667,0.47481243301179,0.725396825396825,27.9,15.8,13.3666666666667,0.375527426160338,"Lose",0
"2003_1141_1166",2003,11,6,23,0.793103448275862,0,0.793103448275862,0.916666666666667,0.642857142857143,0.454761904761905,6.82758620689655,17.9310344827586,0.380769230769231,25.1724137931034,0.709576138147567,10.5862068965517,12.2413793103448,0.312627291242363,15.6206896551724,16.0689655172414,0.196870925684485,33,79.2424242424242,64.3333333333333,1,0.499472573839662,0.7005444646098,23.1818181818182,13.3636363636364,17.0606060606061,0.6281179138322,"Win",1
"2003_1141_1181",2003,11,3,23,0.793103448275862,0,0.793103448275862,0.916666666666667,0.642857142857143,0.454761904761905,6.82758620689655,17.9310344827586,0.380769230769231,25.1724137931034,0.709576138147567,10.5862068965517,12.2413793103448,0.312627291242363,15.6206896551724,16.0689655172414,0.196870925684485,30,81.9666666666667,70.4,1,0.453591160220994,0.698027314112291,23.1,14.0333333333333,17.8333333333333,0.605700712589074,"Lose",0
"2003_1161_1181",2003,14,3,17,0.566666666666667,1,1,0.75,0.25,0.44953596287703,4.2,11.5666666666667,0.363112391930836,24.2666666666667,0.688059701492537,10.8,12,0.315175097276265,15.5,12.2333333333333,0.209459459459459,30,81.9666666666667,70.4,1,0.453591160220994,0.698027314112291,23.1,14.0333333333333,17.8333333333333,0.605700712589074,"Lose",0
"2003_1112_1211",2003,1,9,25,0.892857142857143,2,0.5,0.933333333333333,0.916666666666667,0.40750966316952,7.03571428571429,20.0714285714286,0.350533807829181,25,0.633064516129032,15.1785714285714,13.1071428571429,0.354462051709758,17.6428571428571,16.8571428571429,0.207041072925398,31,77.0645161290323,68.1935483870968,0.428571428571429,0.470040721349622,0.690189328743546,25.3225806451613,14.5483870967742,14.8709677419355,0.467849223946785,"Win",1
"2003_1153_1211",2003,8,9,17,0.607142857142857,0,0.607142857142857,0.8,0.3,0.400134498991258,6.67857142857143,19.5,0.342490842490842,21.5357142857143,0.66304347826087,12.1428571428571,11.1071428571429,0.341708542713568,12.2857142857143,13.9285714285714,0.182493368700265,31,77.0645161290323,68.1935483870968,0.428571428571429,0.470040721349622,0.690189328743546,25.3225806451613,14.5483870967742,14.8709677419355,0.467849223946785,"Lose",0
"2003_1104_1231",2003,10,7,17,0.607142857142857,1,1,0.866666666666667,0.111111111111111,0.418918918918919,6.35714285714286,19.8571428571429,0.320143884892086,20.9285714285714,0.708333333333333,13.5714285714286,10.8928571428571,0.361904761904762,12.1071428571429,13.8571428571429,0.174742268041237,32,70.53125,67,0.777777777777778,0.426621160409556,0.714983713355049,25.625,11.5,10.5,0.385869565217391,"Lose",0
"2003_1112_1242",2003,1,2,25,0.892857142857143,2,0.5,0.933333333333333,0.916666666666667,0.40750966316952,7.03571428571429,20.0714285714286,0.350533807829181,25,0.633064516129032,15.1785714285714,13.1071428571429,0.354462051709758,17.6428571428571,16.8571428571429,0.207041072925398,30,81.3333333333333,66.3666666666667,0.428571428571429,0.485286249331193,0.689956331877729,26.9,14.9,17.3,0.680089485458613,"Lose",0
"2003_1181_1242",2003,3,2,24,0.8,2,0,1,0.333333333333333,0.438483965014577,7.33333333333333,20.6,0.355987055016181,28.0666666666667,0.698027314112291,13.7666666666667,12.2,0.373417721518987,13.8333333333333,17.8333333333333,0.168767791785279,30,81.3333333333333,66.3666666666667,0.428571428571429,0.485286249331193,0.689956331877729,26.9,14.9,17.3,0.680089485458613,"Lose",0
"2003_1113_1242",2003,10,2,18,0.620689655172414,2,1,0.8,0.4,0.4454770755886,4,12.5862068965517,0.317808219178082,26.2068965517241,0.689075630252101,13.6896551724138,11,0.369990680335508,15.551724137931,15.5172413793103,0.204720835224694,30,81.3333333333333,66.3666666666667,0.428571428571429,0.485286249331193,0.689956331877729,26.9,14.9,17.3,0.680089485458613,"Lose",0
"2003_1237_1246",2003,16,1,19,0.59375,2,0.5,0.727272727272727,0.466666666666667,0.476717112922002,6.5,18.59375,0.349579831932773,22.625,0.678451178451178,11.6875,10.5625,0.358581016299137,13.375,16.84375,0.187719298245614,32,77.53125,64.09375,0.875,0.487426431246656,0.681660899653979,24.15625,14.0625,16.46875,0.555555555555556,"Lose",0
"2003_1139_1257",2003,12,4,24,0.827586206896552,4,0.5,1,0.666666666666667,0.44622578490314,8.48275862068965,21.8620689655172,0.38801261829653,16.551724137931,0.664367816091954,7.82758620689655,10.448275862069,0.277506112469438,12.9655172413793,12,0.189039718451483,30,81.8333333333333,68.4666666666667,0,0.45972602739726,0.694058154235145,25.1,13.3666666666667,17.4,0.538653366583541,"Win",1
"2003_1122_1257",2003,13,4,20,0.740740740740741,4,1,1,0.461538461538462,0.42791911285062,6,17.1851851851852,0.349137931034483,24,0.686507936507937,10.6296296296296,11.6666666666667,0.304994686503719,13.4074074074074,14,0.192348565356004,30,81.8333333333333,68.4666666666667,0,0.45972602739726,0.694058154235145,25.1,13.3666666666667,17.4,0.538653366583541,"Lose",0
"2003_1221_1266",2003,14,3,25,0.862068965517241,0,0.862068965517241,1,0.769230769230769,0.407885791978246,5.31034482758621,14.7586206896552,0.35981308411215,22.1379310344828,0.660194174757282,12.0689655172414,8.75862068965517,0.33175355450237,15.4137931034483,15.4137931034483,0.222277473893585,28,78.3928571428571,67.6785714285714,0.5,0.483809523809524,0.69589552238806,24.0714285714286,13.5714285714286,12.5,0.442105263157895,"Lose",0
"2003_1246_1266",2003,1,3,29,0.90625,0,0.90625,0.923076923076923,0.909090909090909,0.412324929971989,5.90625,16.59375,0.355932203389831,20.78125,0.681660899653979,12.875,11.1875,0.347679324894515,16.1875,16.46875,0.208786779524385,28,78.3928571428571,67.6785714285714,0.5,0.483809523809524,0.69589552238806,24.0714285714286,13.5714285714286,12.5,0.442105263157895,"Lose",0
"2003_1242_1266",2003,2,3,23,0.766666666666667,0,0.766666666666667,0.928571428571429,0.777777777777778,0.406387665198238,4.8,14.1333333333333,0.339622641509434,24.1333333333333,0.689956331877729,14.3,11.5333333333333,0.347087378640777,16.7333333333333,17.3,0.205737704918033,28,78.3928571428571,67.6785714285714,0.5,0.483809523809524,0.69589552238806,24.0714285714286,13.5714285714286,12.5,0.442105263157895,"Win",1
"2003_1113_1272",2003,10,7,18,0.620689655172414,2,1,0.8,0.4,0.4454770755886,4,12.5862068965517,0.317808219178082,26.2068965517241,0.689075630252101,13.6896551724138,11,0.369990680335508,15.551724137931,15.5172413793103,0.204720835224694,29,74.5172413793103,65.8275862068966,1,0.437931034482759,0.645590682196339,25.9655172413793,13.7931034482759,15.0689655172414,0.535,"Win",1
"2003_1160_1277",2003,10,7,20,0.645161290322581,1,0,0.933333333333333,0.25,0.40071283095723,4.96774193548387,15.258064516129,0.325581395348837,23.9354838709677,0.678883071553229,14.4838709677419,13.5161290322581,0.341185410334347,13.3870967741935,12.5483870967742,0.177274668944895,31,67.2258064516129,60.9677419354839,0.333333333333333,0.450757575757576,0.716951788491446,24.258064516129,14.5483870967742,14.2903225806452,0.439024390243902,"Lose",0
"2003_1268_1277",2003,6,7,19,0.678571428571429,2,0,0.875,0.5,0.378537735849057,6.75,16.9642857142857,0.397894736842105,21.5714285714286,0.694017094017094,13.75,14.3214285714286,0.339506172839506,18.8928571428571,18.3214285714286,0.233863837312113,31,67.2258064516129,60.9677419354839,0.333333333333333,0.450757575757576,0.716951788491446,24.258064516129,14.5483870967742,14.2903225806452,0.439024390243902,"Lose",0
"2003_1196_1277",2003,2,7,24,0.774193548387097,3,0.666666666666667,0.9375,0.7,0.423098591549296,8.67741935483871,22.1290322580645,0.392128279883382,18.9354838709677,0.651209677419355,10.8064516129032,11.9677419354839,0.3081876724931,16.4193548387097,15.0645161290323,0.2163195920102,31,67.2258064516129,60.9677419354839,0.333333333333333,0.450757575757576,0.716951788491446,24.258064516129,14.5483870967742,14.2903225806452,0.439024390243902,"Lose",0
"2003_1139_1280",2003,12,5,24,0.827586206896552,4,0.5,1,0.666666666666667,0.44622578490314,8.48275862068965,21.8620689655172,0.38801261829653,16.551724137931,0.664367816091954,7.82758620689655,10.448275862069,0.277506112469438,12.9655172413793,12,0.189039718451483,30,70.1666666666667,60.1666666666667,0.833333333333333,0.471923536439665,0.670940170940171,24.6,15.6333333333333,16.1,0.55863539445629,"Win",1
"2003_1266_1281",2003,3,6,23,0.821428571428571,1,0,0.9375,0.7,0.40596469872185,5.78571428571429,15.25,0.379391100702576,23.6071428571429,0.69589552238806,13.1071428571429,12.6785714285714,0.35254562920269,16.3214285714286,12.5,0.208200455580866,31,71.7741935483871,66.4838709677419,0.666666666666667,0.441961852861035,0.673076923076923,25.9032258064516,13.6129032258065,13.1935483870968,0.419431279620853,"Win",1
"2003_1143_1301",2003,8,9,21,0.724137931034483,3,0.333333333333333,0.928571428571429,0.636363636363636,0.431671554252199,6.41379310344828,17.0344827586207,0.376518218623482,19.5172413793103,0.681818181818182,11.2413793103448,11.1724137931034,0.315585672797677,16,14.9310344827586,0.214814814814815,30,72.4,68,0.5,0.45625,0.726415094339623,22.0333333333333,14.2,14.6333333333333,0.546948356807512,"Win",1
"2003_1228_1323",2003,4,5,24,0.8,0,0.8,1,0.333333333333333,0.376078914919852,7.43333333333333,20.1666666666667,0.368595041322314,19.1,0.708006279434851,9.73333333333333,11.1333333333333,0.277039848197343,18.2666666666667,14.8333333333333,0.242156429518338,31,80.0967741935484,71.1935483870968,0.8,0.44869750132908,0.682080924855491,26.8709677419355,12.7741935483871,13.0645161290323,0.583333333333333,"Lose",0
"2003_1112_1323",2003,1,5,25,0.892857142857143,2,0.5,0.933333333333333,0.916666666666667,0.40750966316952,7.03571428571429,20.0714285714286,0.350533807829181,25,0.633064516129032,15.1785714285714,13.1071428571429,0.354462051709758,17.6428571428571,16.8571428571429,0.207041072925398,31,80.0967741935484,71.1935483870968,0.8,0.44869750132908,0.682080924855491,26.8709677419355,12.7741935483871,13.0645161290323,0.583333333333333,"Win",1
"2003_1143_1328",2003,8,1,21,0.724137931034483,3,0.333333333333333,0.928571428571429,0.636363636363636,0.431671554252199,6.41379310344828,17.0344827586207,0.376518218623482,19.5172413793103,0.681818181818182,11.2413793103448,11.1724137931034,0.315585672797677,16,14.9310344827586,0.214814814814815,30,71.1666666666667,60.1666666666667,0.666666666666667,0.446933962264151,0.67262969588551,24.9666666666667,11.8,13.7,0.587570621468927,"Lose",0
"2003_1139_1328",2003,12,1,24,0.827586206896552,4,0.5,1,0.666666666666667,0.44622578490314,8.48275862068965,21.8620689655172,0.38801261829653,16.551724137931,0.664367816091954,7.82758620689655,10.448275862069,0.277506112469438,12.9655172413793,12,0.189039718451483,30,71.1666666666667,60.1666666666667,0.666666666666667,0.446933962264151,0.67262969588551,24.9666666666667,11.8,13.7,0.587570621468927,"Lose",0
"2003_1329_1335",2003,6,11,20,0.689655172413793,1,1,0.866666666666667,0.5,0.389746757257566,4.86206896551724,12.9655172413793,0.375,22.3448275862069,0.656666666666667,12.3793103448276,14.1034482758621,0.339640491958373,12.2413793103448,16.7586206896552,0.178123432012042,27,70.1851851851852,59.4074074074074,1,0.465851905104242,0.678879310344828,24.1851851851852,13,14.4074074074074,0.552706552706553,"Win",1
"2003_1231_1338",2003,7,2,20,0.625,3,0.666666666666667,0.916666666666667,0.181818181818182,0.412639405204461,7.53125,21.625,0.348265895953757,22.625,0.714983713355049,11.21875,12.125,0.304495335029686,13.8125,10.5,0.195835179441737,30,74.6,58.8333333333333,1,0.502180685358255,0.688405797101449,25.3666666666667,15.1,16.1666666666667,0.534216335540839,"Lose",0
"2003_1266_1338",2003,3,2,23,0.821428571428571,1,0,0.9375,0.7,0.40596469872185,5.78571428571429,15.25,0.379391100702576,23.6071428571429,0.69589552238806,13.1071428571429,12.6785714285714,0.35254562920269,16.3214285714286,12.5,0.208200455580866,30,74.6,58.8333333333333,1,0.502180685358255,0.688405797101449,25.3666666666667,15.1,16.1666666666667,0.534216335540839,"Win",1
"2003_1261_1345",2003,8,9,21,0.67741935483871,0,0.67741935483871,0.888888888888889,0.25,0.407471264367816,6.74193548387097,17.5806451612903,0.38348623853211,19.8709677419355,0.667326732673267,10.6129032258065,11.3225806451613,0.302112029384757,16.3870967741935,15.5483870967742,0.223788546255507,28,71.75,65.25,0.25,0.436638214051215,0.723591549295775,23.4642857142857,13.8214285714286,16.3928571428571,0.51937984496124,"Lose",0
"2003_1328_1354",2003,1,16,24,0.8,3,1,0.9375,0.625,0.40474703310431,7.46666666666667,18.9666666666667,0.393673110720562,18.6,0.67262969588551,12.1333333333333,10.4,0.327044025157233,14.1666666666667,13.7,0.199063231850117,30,72.8,71.2666666666667,0.75,0.456161863887186,0.657142857142857,24.2666666666667,19.4666666666667,17.4,0.410958904109589,"Win",1
"2003_1281_1356",2003,6,11,21,0.67741935483871,0,0.67741935483871,0.933333333333333,0.3,0.402583423035522,7.48387096774194,20.9677419354839,0.356923076923077,18.1612903225806,0.673076923076923,13.4838709677419,13.1612903225806,0.342342342342342,13.741935483871,13.1935483870968,0.191460674157303,30,74.5333333333333,68.1,0.666666666666667,0.472926267281106,0.69016393442623,22.4666666666667,12.5,15.9,0.637333333333333,"Win",1
"2003_1196_1358",2003,2,15,24,0.774193548387097,3,0.666666666666667,0.9375,0.7,0.423098591549296,8.67741935483871,22.1290322580645,0.392128279883382,18.9354838709677,0.651209677419355,10.8064516129032,11.9677419354839,0.3081876724931,16.4193548387097,15.0645161290323,0.2163195920102,27,71.7777777777778,65.2592592592593,0,0.455239417071478,0.685470085470085,25.962962962963,15.7037037037037,14.8888888888889,0.497641509433962,"Win",1
"2003_1120_1386",2003,10,7,19,0.633333333333333,0,0.633333333333333,0.764705882352941,0.375,0.420247204237787,5.63333333333333,16.3333333333333,0.344897959183673,19.7333333333333,0.669354838709677,11.9333333333333,12.2333333333333,0.345893719806763,13.4,15.8,0.191155492154066,29,70.6206896551724,59.2758620689655,1,0.445500633713561,0.653333333333333,24.1379310344828,12.9310344827586,15.2413793103448,0.557333333333333,"Win",1
"2003_1163_1390",2003,5,4,21,0.7,1,1,0.875,0.454545454545455,0.38041815400306,6.06666666666667,15.7,0.386411889596603,22.1,0.725396825396825,14.7666666666667,15.3333333333333,0.34609375,15.6333333333333,13.3666666666667,0.19533527696793,31,72.258064516129,66.9677419354839,0.5,0.441912173429683,0.704361873990307,25.1290322580645,14.3225806451613,13.0645161290323,0.385135135135135,"Win",1
